Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
Ukraine                                 ,Electrical machinery and electronic equipment,5.4,32.0,25,3.7,39.4,25,10.0,45.2
Ukraine                                 ,Transport equipment,7.5,15.9,20,5.6,36.1,20,10.7,22.6
Ukraine                                 ,Other Manufactures,6.6,29.8,25,5.5,34.0,25,4.1,56.7
Uganda                                  ,Live animals and meat,71.5,0,80,46.1,7.7,60,0.2,42.2
Uganda                                  ,Dairy products,80,0,80,50.2,0,60,0.1,0
Uganda                                  ,Fruits and vegetables,79.3,0,80,32.1,0,60,0.8,0
Uganda                                  ,"Coffee, tea, cocoa and spices",79.1,0,80,30.6,5.6,60,0.1,0.1
Uganda                                  ,Cereals and food preparations,76.6,0,80,26,12.1,77,5.8,1.7
Uganda                                  ,"Oilseeds, fats and oils",79,0,80,18.2,15.1,60,4.3,1.0
Uganda                                  ,Sugars and confectionery,78.2,0,80,39.4,0,80,0.9,0
Uganda                                  ,Beverages and tobacco,80,0,80,36.5,0,60,0.5,0
Uganda                                  ,"Cotton, silk and wool",80,0,80,0,100.0,0,0.0,100.0
Uganda                                  ,Other agricultural products,75.8,0,80,10.9,37.6,60,1.6,74.5
Uganda                                  ,Fish and fish products,52,0,80,33.5,0.3,35,0.1,0
Uganda                                  ,Minerals and metals,-,-,-,12,36.8,43,24.9,23.0
Uganda                                  ,Petroleum,-,-,-,4.7,60.5,36,13.6,95.1
Uganda                                  ,Chemicals,51.8,0,80,3.8,80.6,36,16.6,78.4
Uganda                                  ,"Wood, paper, furniture",50,0,50,16.8,26.0,60,2.3,14.5
Uganda                                  ,Textiles,-,-,-,26.1,7.7,277,2.7,12.5
Uganda                                  ,Clothing,-,-,-,35.7,0,102,0.7,0
Uganda                                  ,"Rubber, leather and footwear",50,0,50,14.5,19.7,35,1.8,9.5
Uganda                                  ,"Mechanical, office and computing machinery",44,0,50,2.3,80.2,25,6.7,84.7
Uganda                                  ,Electrical machinery and electronic equipment,51.4,0,80,12.7,31.5,36,5.0,56.5
Uganda                                  ,Transport equipment,41.7,0,50,6.3,66.3,25,7.8,29.1
Uganda                                  ,Other Manufactures,75.4,0,80,15.3,31.3,60,3.5,78.8
United States of America                ,Live animals and meat,2.3,31.1,26,2.1,31.1,26,0.6,24.2
United States of America                ,Dairy products,16.1,6.5,188,16.8,6.2,188,0.1,24.3
United States of America                ,Fruits and vegetables,5.4,14.9,132,5.3,16.4,132,1.5,19.6
United States of America                ,"Coffee, tea, cocoa and spices",1.7,68.9,53,1.5,71.3,53,0.6,73.9
United States of America                ,Cereals and food preparations,3.2,23.3,193,2.8,22.8,193,1.0,33.3
United States of America                ,"Oilseeds, fats and oils",5,30.6,164,7.1,29.5,164,0.5,34.7
United States of America                ,Sugars and confectionery,11.2,2.9,56,12.2,2.7,41,0.2,6.0
United States of America                ,Beverages and tobacco,15,27.7,350,17.5,24.1,350,1.2,54.3
United States of America                ,"Cotton, silk and wool",1.8,51.6,15,1.7,53.4,15,0.0,68.2
United States of America                ,Other agricultural products,1.7,41.9,52,1.7,41.2,52,0.6,41.6
United States of America                ,Fish and fish products,1,82.1,35,0.7,85.1,35,1.0,92.4
United States of America                ,Minerals and metals,1.8,60.0,38,1.8,59.8,38,11.4,66.5
United States of America                ,Petroleum,6.5,0,7,6.5,0,7,8.6,0
United States of America                ,Chemicals,2.7,41.9,7,2.7,42.3,7,13.0,70.7
United States of America                ,"Wood, paper, furniture",0.6,87.6,18,0.7,83.8,18,4.1,89.7
United States of America                ,Textiles,8,14.8,25,8,15.0,25,1.7,13.3
United States of America                ,Clothing,11.6,2.9,32,11.7,2.5,32,3.2,0.9
United States of America                ,"Rubber, leather and footwear",4,39.3,56,4,37.6,56,2.6,15.9
United States of America                ,"Mechanical, office and computing machinery",1.2,66.2,10,1.3,63.6,10,14.4,81.7
United States of America                ,Electrical machinery and electronic equipment,1.3,59.4,15,1.2,62.2,15,15.1,73.6
United States of America                ,Transport equipment,2.9,56.9,25,3.4,52.1,25,11.6,14.9
United States of America                ,Other Manufactures,2.1,52.9,32,2.2,54.1,32,7.1,77.8
Uruguay                                 ,Live animals and meat,35.7,0,55,8.4,6.3,16,2.3,1.2
Uruguay                                 ,Dairy products,41.1,0,55,17.4,0,28,0.3,0
Uruguay                                 ,Fruits and vegetables,34,0,55,10.4,4.8,35,2.6,0.6
Uruguay                                 ,"Coffee, tea, cocoa and spices",34.6,0,35,10.7,6.5,20,2.4,6.6
Uruguay                                 ,Cereals and food preparations,37.3,0,55,10.3,19.8,20,2.2,10.0
Uruguay                                 ,"Oilseeds, fats and oils",34.1,0,35,8.7,12.8,25,1.4,2.0
Uruguay                                 ,Sugars and confectionery,30.3,0,35,16.8,0,35,0.5,0
Uruguay                                 ,Beverages and tobacco,31.7,0,35,17,2.2,20,0.8,15.3
Uruguay                                 ,"Cotton, silk and wool",35,0,35,6.4,0.8,8,0.3,24.7
Uruguay                                 ,Other agricultural products,31.1,0,55,6.9,12.8,16,1.9,15.5
Uruguay                                 ,Fish and fish products,35,0,35,10.3,3.3,16,0.4,0.5
Uruguay                                 ,Minerals and metals,33.9,0,35,9.6,9.6,20,8.0,38.7
Uruguay                                 ,Petroleum,35,0,35,0.1,97.2,6,17.3,98.6
Uruguay                                 ,Chemicals,22,0,35,7.1,5.8,18,20.2,27.6
Uruguay                                 ,"Wood, paper, furniture",27.7,0,35,9.8,8.1,18,4.9,12.2
Uruguay                                 ,Textiles,34.3,0,35,16.4,2.3,20,1.4,6.1
Uruguay                                 ,Clothing,35,0,35,20,0,20,2.1,5.6
Uruguay                                 ,"Rubber, leather and footwear",33.8,0,35,15.6,2.6,35,2.2,8.8
Uruguay                                 ,"Mechanical, office and computing machinery",33.2,0,35,2.4,67.9,20,8.7,46.4
Uruguay                                 ,Electrical machinery and electronic equipment,34,0,35,11.3,24.5,20,7.1,8.5
Uruguay                                 ,Transport equipment,33.1,0,35,8.9,40.3,23,10.5,23.6
Uruguay                                 ,Other Manufactures,33.6,0,35,12.6,22.0,20,2.7,27.6
Saint Vincent and the Grenadines        ,Live animals and meat,121.6,0,130,16.8,10.2,40,6.2,33.4
Saint Vincent and the Grenadines        ,Dairy products,100,0,100,7.1,28.0,30,2.2,28.5
Saint Vincent and the Grenadines        ,Fruits and vegetables,122.2,0,250,26.4,1.4,40,2.2,5.4
Saint Vincent and the Grenadines        ,"Coffee, tea, cocoa and spices",117.4,0,182,20.8,0.9,40,0.5,0
Saint Vincent and the Grenadines        ,Cereals and food preparations,106.8,0,160,11.7,21.6,100,8.9,44.1
Saint Vincent and the Grenadines        ,"Oilseeds, fats and oils",133,0,175,22.5,8.9,40,1.0,0.2
Saint Vincent and the Grenadines        ,Sugars and confectionery,108.8,0,130,21,0,40,0.9,0
Saint Vincent and the Grenadines        ,Beverages and tobacco,122.7,0,182,31.1,0,100,3.8,0
Saint Vincent and the Grenadines        ,"Cotton, silk and wool",100,0,100,5,0,5,0.0,0
Saint Vincent and the Grenadines        ,Other agricultural products,100.4,0,190,8.6,28.5,40,0.9,70.9
Saint Vincent and the Grenadines        ,Fish and fish products,121.7,0,130,32.1,9.4,40,0.6,36.1
Saint Vincent and the Grenadines        ,Minerals and metals,52.3,0,153,6.8,12.8,25,13.1,9.6
Saint Vincent and the Grenadines        ,Petroleum,76.1,0,120,6.1,17.1,35,14.6,14.5
Saint Vincent and the Grenadines        ,Chemicals,50.8,0,157,5.9,13.5,40,10.7,17.9
Saint Vincent and the Grenadines        ,"Wood, paper, furniture",63.9,0,170,10.5,3.8,25,7.3,4.9
Saint Vincent and the Grenadines        ,Textiles,52.2,0,97,7.2,0.2,20,1.6,0.4
Saint Vincent and the Grenadines        ,Clothing,53.3,0,93,19.8,0,20,1.3,0
Saint Vincent and the Grenadines        ,"Rubber, leather and footwear",51.3,0,103,9.8,2.6,25,2.0,12.0
Saint Vincent and the Grenadines        ,"Mechanical, office and computing machinery",50.8,0,100,4.9,13.4,25,6.4,17.8
Saint Vincent and the Grenadines        ,Electrical machinery and electronic equipment,55.4,0,163,10.3,4.0,35,8.1,0.1
Saint Vincent and the Grenadines        ,Transport equipment,62.1,0,143,10.2,7.4,30,4.3,1.1
Saint Vincent and the Grenadines        ,Other Manufactures,56.8,0,206,13.5,3.7,35,3.2,3.5
"Venezuela, Bolivarian Republic of       ",Live animals and meat,58.6,0,135,9.7,6.6,20,,
"Venezuela, Bolivarian Republic of       ",Dairy products,85.9,0,117,27.3,0,40,,
"Venezuela, Bolivarian Republic of       ",Fruits and vegetables,37,0,90,11.3,4.8,20,,
"Venezuela, Bolivarian Republic of       ","Coffee, tea, cocoa and spices",35.6,0,40,12.3,0,20,,
"Venezuela, Bolivarian Republic of       ",Cereals and food preparations,92.3,0,123,13.9,14.7,40,,
"Venezuela, Bolivarian Republic of       ","Oilseeds, fats and oils",85,0,123,24.2,4.4,40,,
"Venezuela, Bolivarian Republic of       ",Sugars and confectionery,95.1,0,118,23.6,0,40,,
"Venezuela, Bolivarian Republic of       ",Beverages and tobacco,39.9,0,40,18.1,0,20,,
"Venezuela, Bolivarian Republic of       ","Cotton, silk and wool",39.9,0,40,6.5,0,8,,
"Venezuela, Bolivarian Republic of       ",Other agricultural products,48.3,0,122,7.8,11.3,40,,
"Venezuela, Bolivarian Republic of       ",Fish and fish products,31.6,0,35,10.5,3.3,20,,
"Venezuela, Bolivarian Republic of       ",Minerals and metals,33.4,0,35,10.4,5.5,20,,
"Venezuela, Bolivarian Republic of       ",Petroleum,35,0,35,0.1,98.3,6,,
"Venezuela, Bolivarian Republic of       ",Chemicals,33.5,0,35,8,1.7,20,,
"Venezuela, Bolivarian Republic of       ","Wood, paper, furniture",33.4,0,35,10.7,2.3,20,,
"Venezuela, Bolivarian Republic of       ",Textiles,34.9,0,35,23.4,0,35,,
"Venezuela, Bolivarian Republic of       ",Clothing,35,0,35,35,0,35,,
"Venezuela, Bolivarian Republic of       ","Rubber, leather and footwear",34.4,0,35,16.3,0.6,35,,
"Venezuela, Bolivarian Republic of       ","Mechanical, office and computing machinery",32.7,0,35,12.4,12.2,20,,
"Venezuela, Bolivarian Republic of       ",Electrical machinery and electronic equipment,33.5,0,35,14.6,9.5,20,,
"Venezuela, Bolivarian Republic of       ",Transport equipment,33.4,0,40,14.6,11.6,20,,
"Venezuela, Bolivarian Republic of       ",Other Manufactures,32.5,0,35,15.6,7.9,20,,
Viet Nam                                ,Live animals and meat,14.3,8.6,40,13.6,10.2,40,0.5,2.3
Viet Nam                                ,Dairy products,16,0,35,8.9,4.0,20,0.3,8.8
Viet Nam                                ,Fruits and vegetables,23.7,4.8,40,22.9,4.6,40,1.6,0.9
Viet Nam                                ,"Coffee, tea, cocoa and spices",21.7,0,40,20.7,0,40,0.2,0
Viet Nam                                ,Cereals and food preparations,18.6,1.9,50,16.9,17.3,50,2.3,26.1
Viet Nam                                ,"Oilseeds, fats and oils",12.1,2.2,35,10,4.1,35,0.9,39.0
Viet Nam                                ,Sugars and confectionery,36.4,11.8,100,33.7,11.8,100,0.3,2.7
Viet Nam                                ,Beverages and tobacco,50.1,0,135,45.5,1.0,135,0.2,0
Viet Nam                                ,"Cotton, silk and wool",5.8,48.0,20,3.2,64.0,10,1.1,99.1
Viet Nam                                ,Other agricultural products,8.3,20.3,80,6.5,42.7,80,1.9,64.4
Viet Nam                                ,Fish and fish products,17.9,0.8,35,15.1,10.5,35,0.8,42.6
Viet Nam                                ,Minerals and metals,11.3,12.2,60,8.3,37.2,60,14.2,43.9
Viet Nam                                ,Petroleum,35.1,0,40,11.1,11.1,20,4.8,42.5
Viet Nam                                ,Chemicals,6,8.7,27,3,63.0,50,13.1,50.7
Viet Nam                                ,"Wood, paper, furniture",11.2,19.0,25,10.2,26.0,25,2.1,40.3
Viet Nam                                ,Textiles,10.3,0.3,100,9.5,11.2,100,5.6,4.3
Viet Nam                                ,Clothing,19.9,0,20,19.8,0,20,0.2,0
Viet Nam                                ,"Rubber, leather and footwear",13.9,1.9,35,12.8,15.6,35,2.4,11.3
Viet Nam                                ,"Mechanical, office and computing machinery",4.9,35.7,50,2.4,68.9,50,7.1,72.5
Viet Nam                                ,Electrical machinery and electronic equipment,10.9,30.3,35,8.5,48.5,35,35.0,79.2
Viet Nam                                ,Transport equipment,23.2,20.6,200,14.2,42.6,75,2.6,47.7
Viet Nam                                ,Other Manufactures,10.1,39.2,30,9.5,41.8,30,2.9,71.1
Vanuatu                                 ,Live animals and meat,41.4,0,55,19.2,4.5,30,,
Vanuatu                                 ,Dairy products,38.8,0,65,14.8,0,30,,
Vanuatu                                 ,Fruits and vegetables,49.5,0,65,24.8,0.5,30,,
Vanuatu                                 ,"Coffee, tea, cocoa and spices",40,0,40,24.2,0,30,,
Vanuatu                                 ,Cereals and food preparations,38.3,0,40,7.2,29.5,40,,
Vanuatu                                 ,"Oilseeds, fats and oils",39.9,0,40,6.8,19.2,30,,
Vanuatu                                 ,Sugars and confectionery,40,0,40,10,0,10,,
Vanuatu                                 ,Beverages and tobacco,57.2,0,210,36.3,3.8,75,,
Vanuatu                                 ,"Cotton, silk and wool",35,0,35,6,0,10,,
Vanuatu                                 ,Other agricultural products,42.2,0.3,65,8.9,25.9,40,,
Vanuatu                                 ,Fish and fish products,60.3,0,85,15.5,2.2,30,,
Vanuatu                                 ,Minerals and metals,42.5,0,75,7.2,32.0,25,,
Vanuatu                                 ,Petroleum,60.8,0,65,5.1,16.7,22,,
Vanuatu                                 ,Chemicals,33.7,9.1,65,5,33.8,40,,
Vanuatu                                 ,"Wood, paper, furniture",42.2,0.7,65,12.8,17.3,30,,
Vanuatu                                 ,Textiles,36.2,0.2,65,7.4,2.0,15,,
Vanuatu                                 ,Clothing,40.1,0,65,15.2,0,30,,
Vanuatu                                 ,"Rubber, leather and footwear",41.1,0,75,7.9,27.1,30,,
Vanuatu                                 ,"Mechanical, office and computing machinery",36.9,6.2,60,2.6,69.0,20,,
Vanuatu                                 ,Electrical machinery and electronic equipment,37.6,3.6,65,10.5,18.7,40,,
